Brnd_Name,Gnrc_Name,Tot_Mftr,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Humulin N Kwikpen,Insulin NPh Human Isophane,1,52862558.83,2786945,110746,29824,18.96792324,477.3315409,1772.483866,0,54296023.02,3146446,121091,32824,17.2563022,448.3902439,1654.156197,0,57153960.32,3504344.143,129266,35338,16.30945991,442.1422518,1617.351302,0,60129711.29,3847439,135788,38467,15.62850283,442.8205091,1563.150526,0,62711469.88,4099484.5,146398,41390,15.29740383,428.3628867,1515.135779,0,-0.021185587,-0.052346683
Humulin R,"Insulin Regular, Human",1,70822375.33,7010696.14,345859,93961,10.10204606,204.7723938,753.7422476,0,66232553.69,6641351.99,316854,87122,9.972751601,209.0317739,760.2276542,0,63906594.24,6494117.15,287281,79167,9.840690084,222.4532574,807.2377915,0,60920818.73,6291980.274,264965,73720,9.682296523,229.9202488,826.3811548,0,55393432.23,5780735.756,241471,68389,9.582419015,229.3999372,809.9757597,0,-0.010315477,-0.013115215
Humulin R U-500,"Insulin Regular, Human",1,121962585.8,1655928.2,59368,11604,73.65209786,2054.348906,10510.39175,0,107737315.9,1456717.9,51637,9976,73.95894284,2086.436391,10799.65075,0,95525384.89,1289875.03,45274,8595,74.05786039,2109.939146,11114.06456,0,88205232.31,1166660,39679,7740,75.60491687,2222.970143,11396.02485,0,74722167.86,980750.5,33267,6750,76.18876346,2246.134844,11069.95079,0,0.007722336,0.008501273
Humulin R U-500 Kwikpen,"Insulin Regular, Human",1,164206982.8,1758612,103132,18383,93.37305945,1592.20206,8932.54544,0,206782026.5,2203220,127039,21697,93.85446144,1627.705087,9530.443219,0,231872668.6,2466670,139200,23199,94.0023062,1665.75193,9994.942395,0,249368259.1,2604695,141692,24753,95.73798819,1759.931818,10074.2641,0,253650899.2,2633570,141482,25121,96.31447015,1792.813921,10097.16568,0,0.006021455,0.007784067
Hycodan,Hydrocodone Bit/Homatrop Me-Br,1,,,,,,,,,,,,,,,,,,,,,,,,,234.73,2000,18,12,0.117365,13.04055556,19.56083333,1,932.64,8126,55,31,0.114772336,16.95709091,30.08516129,0,-0.022090609,-0.022090609
Hydralazine HCl*,Hydralazine HCl,15,87811833.76,665084490.4,5129669,1103799,0.132183476,17.11842104,79.55418854,0,96925276.69,729570047.1,5314797,1191767,0.13341978,18.23687277,81.32904896,0,103819183.1,783713390.1,5378101,1231369,0.133259914,19.30405976,84.31199996,0,98139922.21,820094974.3,5458076,1305314,0.120558162,17.98068078,75.18491506,0,111564866.6,851620833.9,5599961,1356917,0.132271285,19.92243634,82.21937418,0,0.097157445,0.000166033
Hydrea,Hydroxyurea,1,89728.44,67044,796,202,1.33835153,112.7241709,444.200198,0,80881.42,59606,759,176,1.356934201,106.5631357,459.5535227,0,79713.59,59560,727,197,1.33837458,109.647304,404.6375127,0,67180.52,49557,595,144,1.355621204,112.908437,466.5313889,0,55332.5,40077,475,116,1.38065474,116.4894737,477.0043103,0,0.018466468,0.007810136
Hydrochlorothiazide,Hydrochlorothiazide,19,99440563.57,1107423920,17285173,4225502,0.090547142,5.752940024,23.5334319,0,104893823.5,1214374862,17877335,4839171,0.087205015,5.867419473,21.67599027,0,112285973.6,1404339946,19753413,5089385,0.080546416,5.684383432,22.06277843,0,99071610.75,1374987582,18794186,4973550,0.07253456,5.271396737,19.91969735,0,99135038.73,1380197769,18593243,4957867,0.072346725,5.331777718,19.99550184,0,-0.002589596,-0.054555516
Hydrocodone Bitartrate ER,Hydrocodone Bitartrate,1,,,,,,,,,,,,,,,,,2128789.61,284553,5062,1604,7.483330815,420.5431865,1327.175567,0,4196673.31,449475,10024,2953,9.997574431,418.6625409,1421.155879,0,5859370.93,619194,13950,3257,10.06201693,420.02659,1799.008575,0,0.006445814,0.15956487
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,19,435090997.2,1543596633,20454889,6220214,0.287637473,21.27075817,69.94791453,0,447014318.9,1662472512,22579762,5709148,0.275247227,19.7971227,78.29790345,0,434777049.3,1599610861,21641537,5220281,0.278051586,20.08993397,83.28613906,0,458803511.4,1532812195,21195194,5356651,0.303771256,21.64658231,85.65118605,0,428319905.8,1476708009,20683268,5329315,0.296640359,20.70852178,80.37053651,0,-0.023474559,0.007734654
Hydrocodone-Chlorpheniramne ER,Hydrocodone/Chlorphen P-Stirex,1,6442.7,16138,95,104,0.399225431,67.81789474,61.94903846,0,9323.31,23188,134,102,0.40207478,69.5769403,91.405,0,1629,4000,32,40,0.40725,50.90625,40.725,1,1365.98,4450,33,33,0.306961798,41.39333333,41.39333333,1,2906.86,7548,65,46,0.385116587,44.72092308,63.1926087,0,0.254607544,-0.008954699
Hydrocodone-Homatropine Mbr,Hydrocodone Bit/Homatrop Me-Br,2,2830.98,21516,139,310,0.131575572,20.36676259,9.132193548,0,3050.39,24652,149,239,0.123739953,20.47241611,12.76313808,0,2142.4,19412,121,144,0.118531394,17.70578512,14.87777778,0,2780.76,27005,165,91,0.107218018,16.85309091,30.5578022,0,1760.95,19464,114,81,0.108616002,15.44692983,21.74012346,0,0.013038699,-0.046809651
Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen,4,4056911.92,6441869,85120,33942,0.601056781,47.66108929,119.5248341,0,4055126.34,6331238,83891,24211,0.611632941,48.33803793,167.4910718,0,3640230.31,5516412,71100,17865,0.636212311,51.19873854,203.7632415,0,3328931.34,4435988,55855,13194,0.722370813,59.59952269,252.3064529,0,3361693.28,3960473.5,48999,10721,0.809306353,68.60738546,313.5615409,0,0.120347526,0.077207484
Hydrocortisone Butyrate,Hydrocortisone Butyrate,5,10855196.41,6134243.95,27420,15267,2.262773911,395.8860835,711.0235416,0,11553088.04,4453486.8,28493,14719,2.905480613,405.4710996,784.9098471,0,9261291.42,2402148.2,23920,11965,3.438254383,387.177735,774.031878,0,5241781.29,1350883.4,15671,8208,3.5089569,334.4892662,638.6185782,0,4089615.25,950746,12216,6320,3.727807656,334.7753152,647.0910206,0,0.062369177,0.132930016
Hydrocortisone Butyrate,Hydrocortisone Butyrate/Emoll,2,5513622.99,1178744,4736,3126,4.858530087,1164.194044,1763.794942,0,2393567.27,513848,3671,2436,4.649915575,652.020504,982.5809811,0,658142.96,183534.6,1913,1131,3.54030702,344.0370936,581.9124315,0,446707.14,132475,1403,839,3.383939319,318.3942552,532.4280572,0,561720,133885,1050,722,4.080126859,534.9714286,778.0055402,0,0.205732868,-0.042712931
Hydrocortisone Valerate,Hydrocortisone Valerate,5,15979010.72,6228441.65,87036,49593,2.572950195,183.5908213,322.2029464,0,8664541.69,4201516.12,70220,39939,2.101764115,123.3913656,216.9443824,0,4867626.66,2572866.05,48291,27451,1.927409889,100.7978021,177.3205588,0,3962130.62,2269698.6,39652,23523,1.790241446,99.92259205,168.4364503,0,3529938.01,1916199.15,32799,19321,1.84689207,107.6233425,182.6995502,0,0.031644125,-0.079545057
Hydrocortisone*,Hydrocortisone,13,24815760.37,93635673.68,1487118,837947,0.289559751,16.68714949,29.61495222,0,32543325.59,120484124.3,1777895,940799,0.300624887,18.3044137,34.59115666,0,37932049.9,127788182.7,1919774,968813,0.337975535,19.75860174,39.1531182,0,45685898.94,134079084.9,2043474,1073536,0.373151008,22.35697589,42.55646661,0,44617003.23,140213856.9,2146645,1135261,0.346194931,20.78452806,39.30109748,0,-0.072239057,0.045672358
Hydrocortisone-Acetic Acid,Hydrocortisone/Acetic Acid,2,3370433.18,375857.36,35011,28110,8.964934008,96.26783525,119.9015717,0,2412703.39,259223,24000,19735,9.30707416,100.5293079,122.2550489,0,2515527.15,253695,23628,18971,9.918961328,106.4638205,132.5985531,0,3028246.09,292811,27627,22114,10.34649876,109.6118323,136.9379619,0,3508302.5,328310,30960,24833,10.68549942,113.3172642,141.2758225,0,0.032764772,0.044869211
Hydrocortisone-Pramoxine,Hydrocortisone/Pramoxine,1,170090.54,46508.3,1400,1089,3.657208283,121.4932429,156.1896602,0,383371.1,102004.4,3111,2188,3.75837807,123.2308261,175.2153108,0,470847.52,126686.75,3631,2273,3.716627982,129.6743377,207.148051,0,451098.54,123963.371,3490,2255,3.638966385,129.254596,200.0436985,0,419729.16,114561.2,3340,2061,3.663798564,125.6674132,203.6531587,0,0.006823965,0.000450195
Hydromet,Hydrocodone Bit/Homatrop Me-Br,1,9317.64,68195,452,314,0.136632304,20.61424779,29.67401274,0,5891.58,43863,254,163,0.134317762,23.19519685,36.14466258,0,3281.17,23897,152,108,0.137304683,21.58664474,30.3812037,0,2395.42,17861,109,78,0.134114551,21.97633028,30.71051282,0,1675.17,14812,87,70,0.113095463,19.25482759,23.931,0,-0.156724889,-0.046165674
Hydromorphone ER,Hydromorphone HCl,2,948044.89,104776,2609,5063,9.046729201,363.3748141,187.2496326,0,7527377.12,787230,20038,4014,9.487506985,375.6551113,1875.280797,0,8699993.2,865387,22438,3145,9.956846845,387.7347892,2766.293545,0,8541867.33,837241,21639,2939,10.09517276,394.7440885,2906.385618,0,8220679.28,802214,20608,2839,10.13265349,398.9071856,2895.624967,0,0.003712738,0.028745385
Hydromorphone HCl,Hydromorphone HCl/PF,5,431252.48,209154.63,1586,143,2.005243235,271.9120303,3015.751608,0,440610.48,198447.61,1759,192,2.200448081,250.489187,2294.84625,0,261647.48,109678.31,1673,226,2.427221594,156.3941901,1157.732212,0,206485.06,98514.2,1141,140,2.201401121,180.9685013,1474.893286,0,226139.48,152644.8,1009,115,1.835196298,224.1223786,1966.430261,0,-0.166350793,-0.021909893
Hydromorphone HCl*,Hydromorphone HCl,7,19713596.28,88406424.25,1007313,246770,0.210272135,19.57047738,79.88651895,0,18432131.21,77540058.45,925117,225031,0.224381807,19.92410821,81.90929788,0,17966294.39,73886271.91,882161,209215,0.230052373,20.36623064,85.87479096,0,19546675.72,70475983.97,862775,214861,0.258130545,22.65558891,90.97358627,0,18067672.2,68524522.34,848709,217701,0.240467153,21.28841829,82.99306021,0,-0.068428139,0.034114217
Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate,17,241658809.2,164840862.5,1869890,432227,1.466527665,129.2369119,559.1016046,0,214249304.1,182960341.2,1977759,453817,1.170678204,108.3293283,472.1050645,0,192762722.9,205029327.7,2424880,593313,0.938366838,79.49371635,324.8921276,0,168331711.5,218696111,2354834,582395,0.768130629,71.48347251,289.0335795,0,167845158.8,227105775.6,2352885,586986,0.745827494,71.33589563,285.9440579,0,-0.029035601,-0.155524543
Hydroxyprogesterone Caproate,Hydroxyprogesterone Caproat/PF,4,266937.4,422,105,120,632.5530806,2542.260952,2224.478333,0,1296558.67,2083,538,206,621.5772212,2409.960353,6293.974126,0,597923.88,953,263,85,623.9031046,2273.474829,7034.398588,0,473096.46,815,211,76,582.3002498,2242.163318,6224.953421,1,289962.32,626,170,54,462.3354612,1705.660706,5369.672593,0,-0.206018783,-0.075376222
Hydroxyurea,Hydroxyurea,6,15581614.67,30850171.38,415748,77902,0.503546734,37.47850782,200.0155923,0,16276489.71,33328055.79,427768,83159,0.487872661,38.04980669,195.7273381,0,17068211.12,36166212.78,445108,87780,0.472429481,38.34622411,194.4430522,0,16991897.88,37655046.23,452504,92470,0.451430404,37.5508236,183.7557898,0,17172918.37,39828502.38,461479,96683,0.431417798,37.21278405,177.6208679,0,-0.044331541,-0.037912507
Hydroxyzine HCl*,Hydroxyzine HCl,12,36948920.84,140277754.2,1964880,697832,0.27356151,18.80467043,52.94816065,0,50184531.53,194322518.9,2625529,870646,0.265461523,19.11406483,57.6405698,0,59500306.68,238162365.3,3097495,961090,0.255580948,19.20916956,61.9091934,0,50031857.96,263618494.4,3384755,1061238,0.193163729,14.78153011,47.14480443,0,71990676.22,295042408,3800238,1182338,0.248901231,18.94372832,60.88840604,0,0.288550557,-0.023340872
Hydroxyzine Pamoate,Hydroxyzine Pamoate,9,15019342.33,92546227.22,1259377,363763,0.163081578,11.92600971,41.28881258,0,12331850.91,78820824.24,1067985,337427,0.158627988,11.54683906,36.54672243,0,13952667.23,99358695.61,1280274,357823,0.142522527,10.89818838,38.99320958,0,15689891.21,106687675.3,1368871,378545,0.149270287,11.46192096,41.44788918,0,18103352.76,112442646.3,1449608,397503,0.162154525,12.48844706,45.54268209,0,0.086314822,-0.001424188
Hyftor,Sirolimus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108683.71,580,29,16,187.3857069,3747.714138,6792.731875,1,,
Hyoscyamine Sulfate ER,Hyoscyamine Sulfate,3,42432.3,55441,680,190,0.769148487,62.40044118,223.3278947,0,27687.93,42480,492,119,0.651393193,56.27628049,232.6716807,0,12936.81,19335,296,67,0.654080324,43.70543919,193.0867164,0,8349.43,12107,208,36,0.669129715,40.14149039,231.9286111,0,4320.82,6416,124,31,0.65704892,34.84532258,139.3812903,0,-0.018054488,-0.038616025
Hyoscyamine Sulfate*,Hyoscyamine Sulfate,5,1567412.81,3131745,41601,24016,0.500821128,37.67728684,65.26535685,0,1533461.48,3184773,41274,22036,0.479405845,37.15320735,69.58892176,0,965113.23,1686752.5,22533,12695,0.571013533,42.83110238,76.02309807,0,818314.1,1770343,23594,13220,0.460792682,34.68314402,61.89970499,0,841909.32,1852742,25446,15108,0.454537482,33.08611648,55.72606037,0,-0.013574868,-0.023950676
Hyqvia,"IgG/Hyaluronidase,Recombinant",1,14122313.77,989794.25,2778,221,16.89592802,5083.626267,63901.87226,0,13800573,748166.3,2473,211,18.42937322,5580.498585,65405.55924,0,13647939.21,719214.75,2324,193,18.93050887,5872.607233,70714.71093,0,13274614.78,669200,2080,179,19.81407938,6382.026337,74159.85911,0,15428487.72,740786.75,2370,191,20.78117251,6509.91043,80777.42262,0,0.048808381,0.053105787
Hysingla ER,Hydrocodone Bitartrate,1,33873233.77,2139178,71248,14771,15.84739778,475.4271526,2293.225494,0,37071353.54,2189232.084,73628,12961,16.92186888,503.4953216,2860.22325,0,38458880.02,2156320.042,72041,11397,17.79131359,533.8471151,3374.473986,0,29311985.8,1566004,51461,8654,18.6959973,569.5961175,3387.102588,0,25294175.35,1276072,41577,6174,19.77836441,608.3694194,4096.886192,0,0.057892986,0.056958909
Hyzaar,Losartan/Hydrochlorothiazide,2,2837433.54,571627,9887,2044,4.992848812,286.9862992,1388.176879,0,2848233.73,581093,10068,2490,4.929509681,282.8996553,1143.868968,0,2809047.57,577244,9847,2250,4.876289107,285.2693785,1248.465587,0,2206776.16,437731,6983,1561,5.058650614,316.0212172,1413.693889,0,1903623.39,361563,5718,1415,5.285145798,332.9176968,1345.316883,0,0.044773834,0.014325023
IV Prep Wipes,Alcohol Antiseptic Pads,1,1217.9,4290,45,26,0.283892774,27.06444444,46.84230769,0,1464.18,4540,47,19,0.322506608,31.15276596,77.06210526,0,865.31,2700,22,14,0.320485185,39.33227273,61.80785714,1,845.98,2650,25,12,0.319237736,33.8392,70.49833333,1,702.41,2250,21,,0.312182222,33.44809524,,1,-0.022101127,0.024031833
IVermectin*,IVermectin,5,2559572.18,638519.464,73714,50543,4.008604787,34.723013,50.64147716,0,3864596.77,781314.96,76030,53434,4.138337367,50.82989307,72.32467661,0,6825659.52,1294248.846,102514,76571,4.209280492,66.58270597,89.14157475,0,23497785.55,5771726.043,265768,186161,3.87510724,88.41465319,126.2229229,0,12080217.54,2167868.125,90436,62946,4.695438348,133.5775304,191.9139825,0,0.211692492,0.040329049
Ibandronate Sodium*,Ibandronate Sodium,9,45131134.7,1322958.278,650186,175068,34.02616472,69.41265223,257.7920277,1,41464742.67,1447689.678,672870,188129,28.52049625,61.62370543,220.4059059,1,37830653.26,1577765.572,692979,192812,23.83439713,54.59134153,196.2048693,1,34365422.49,1689479.695,709433,210040,20.30038973,48.44068783,163.6137045,1,38965680.2,1777182.624,729107,219981,21.98978026,53.4430203,177.132026,1,0.083219611,-0.103393315
Ibrance,Palbociclib,1,1507312949,2726551,131193,20093,552.8287279,11489.27876,75016.81923,0,1826116446,3127039,150204,21126,583.9727283,12157.57534,86439.29024,0,2108937188,3439211,165133,21394,613.2028964,12771.14319,98576.1049,0,1891416132,2926285.5,140478,18781,646.3542019,13464.14479,100709.0215,0,1948323854,2807585,134834,17497,693.942693,14449.79644,111351.8805,0,0.073626026,0.058481449
Ibsrela,Tenapanor HCl,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5485812.1,201833,2910,1294,27.1799562,1885.158797,4239.422025,0,,
Ibu,Ibuprofen,1,11630529.64,105255235.5,1410441,755563,0.110257141,8.246023506,15.39319639,0,5586853.19,47587623,692764,433775,0.116837285,8.064583596,12.87961084,0,2009463.88,21380527.2,191716,88995,0.092406448,10.48146154,22.57951436,0,848884.13,23814290,203322,87256,0.036534117,4.175072693,9.728661983,0,1118274.52,26343090.43,238667,103212,0.043063818,4.685501221,10.83473356,0,0.178728858,-0.209455263
Ibuprofen,Ibuprofen,22,40298457.29,360333334.8,5083776,2408946,0.113569087,7.926875081,16.72866776,0,53379721.82,435602463.4,6099121,2880544,0.123948503,8.752035223,18.53112531,0,54419134.31,447335080.8,6274179,2819972,0.122873023,8.673506814,19.29775697,0,58848791.97,440618869,6485835,3057833,0.134927629,9.073433408,19.24526028,0,62522093.7,440199381.1,6659905,3232688,0.143058405,9.387835667,19.34059015,0,0.060260268,0.059408153
Ibuprofen-Famotidine,Ibuprofen/FAmotidine,3,,,,,,,,,,,,,,,,,,,,,,,,,2668305.64,355401,3769,2066,7.508105929,707.9611674,1291.532256,0,6644675.22,1045391,10672,3596,6.352233081,622.6269884,1847.796224,0,-0.153949992,-0.153949992
Icatibant,Icatibant Acetate,5,,,,,,,,,14412480.41,5247,413,214,2746.803966,34897.047,67348.0393,0,53279848.62,23205,1678,428,2287.894658,31751.9956,124485.6276,0,46819700.24,26745,2055,522,1712.690701,22783.30912,89692.91234,0,47399717.58,30324,2245,575,1517.966561,21113.45995,82434.29144,0,-0.113694866,-0.179374806
Iclusig,Ponatinib HCl,1,34412555.41,60298,1366,548,570.7080734,25192.20747,62796.63396,0,78355626.47,137325,3197,531,570.6129091,24509.11056,147562.3851,0,83013331.22,145734,3457,548,569.7720399,24013.11288,151484.1811,0,89035993.85,147308,3817,646,604.8876796,23326.17078,137826.6159,0,100843137.5,155764,4740,738,647.4037414,21274.92353,136643.8178,0,0.070287531,0.032025188
Icosapent Ethyl,Icosapent Ethyl,4,,,,,,,,,,,,,,,,,3337692.84,1497182,10165,8404,2.229316703,328.3514845,397.1552642,0,68422199.99,30596814,186322,68175,2.236451055,367.2255557,1003.625962,0,172833407.8,81278554,420012,131026,2.130399131,411.4963568,1319.07719,0,-0.047419739,-0.022437343
Idhifa,Enasidenib Mesylate,1,42806443.66,50743,1636,456,843.5203851,26165.30786,93873.77996,0,57551678.72,65495,2121,506,878.6845709,27134.2191,113738.4955,0,75226514.51,81637,2657,608,921.4788291,28312.57603,123727.8199,0,78791110.79,80851,2646,605,974.5176616,29777.44172,130233.241,0,93705062.58,92436,3031,677,1013.721938,30915.56007,138412.2047,0,0.040229416,0.047022021
Ilaris,Canakinumab/PF,1,11412684.91,693,502,81,16468.28818,22734.43209,140897.3446,0,15141638.79,920,614,103,16457.30018,24660.6495,147006.2018,0,17711823.27,1062,701,124,16677.79969,25266.50966,142837.2844,0,25811119.46,1501,984,155,17195.94901,26230.81246,166523.3514,0,33488914.22,1904,1214,187,17588.71545,27585.59656,179085.1028,0,0.022840638,0.016591365
Ilevro,Nepafenac,1,,,,184255,,,,,,,,155771,,,,,,,,72961,,,,,16323977.33,154511.7,48561,46462,105.6488106,336.1540605,351.3403928,0,20025718.71,175779.2,55239,31437,113.9254173,362.5286249,637.0111242,0,0.078340746,0.078340746
Ilumya,Tildrakizumab-Asmn,1,493778.46,37,36,24,13345.36378,13716.06833,20574.1025,0,7814170.59,572,557,225,13661.1374,14029.03158,34729.64707,0,13660369,966,949,366,14141.16874,14394.48788,37323.41257,0,18490501.93,1215,1201,464,15218.52011,15395.92167,39850.21968,0,25027537.15,1555,1540,535,16094.8792,16251.6475,46780.44327,0,0.05758504,0.047947018
Imatinib Mesylate,Imatinib Mesylate,13,538833676.7,4304344.004,96558,12426,152.0614016,5580.414639,43363.40549,0,352809908.3,4416767,99512,12789,96.43444656,3545.400638,27586.98165,0,309348359.2,4751269.5,105808,13239,78.86147022,2923.676463,23366.44454,0,275362718.9,5065546.499,114131,14205,66.46190886,2412.68997,19384.9151,0,263510968.3,5332011.492,119047,14653,60.73149956,2213.503644,17983.4142,0,-0.086220956,-0.205033635
Imbruvica,Ibrutinib,1,1866976561,7907922,165219,21931,303.6208107,11300.01126,85129.56822,0,2439968991,7977266,206107,25473,363.4199931,11838.36061,95786.47945,0,2962909304,8891905,232858,26847,392.6581545,12724.10355,110362.7707,0,3150225810,8599901,230990,26044,426.8797886,13637.93155,120957.8333,0,2853910970,7182052,195679,22202,460.0289606,14584.65635,128542.9678,0,0.077654583,0.109464497
Imfinzi,Durvalumab,1,4764485.98,13220.4,671,96,361.4366942,7100.575231,49630.06229,0,7803690.71,21312.4,980,147,364.5132557,7962.949704,53086.33136,0,8125802.15,21154.8,1059,144,383.1619463,7673.089849,56429.1816,0,8420171.45,21328.4,892,145,395.0533062,9439.654092,58070.14793,0,12360159.75,30323.8,1193,227,407.17174,10360.56978,54450.04295,0,0.03067544,0.030235111
Imipenem-Cilastatin Sodium,Imipenem/Cilastatin Sodium,4,2408175.49,2324609.64,9370,2754,1.036629632,257.0091238,874.4282825,0,2991731.64,2527779.7,9800,2674,1.197886425,305.2787388,1118.822603,0,2880906.93,1753770.3,8327,2151,1.73441386,345.9717702,1339.333766,1,3218333.54,2018430.55,8997,1881,1.686644491,357.7118528,1710.969452,0,3356204.65,1447349.25,8630,1790,2.412573208,388.8997277,1874.974665,1,0.430398179,0.235134408
Imipramine HCl,Imipramine HCl,6,6492520.26,25183627.5,281059,53919,0.255148912,23.10020409,120.4124754,0,6373518.98,24257291,265246,52359,0.260544732,24.02870912,121.7272862,0,6082894.25,23872207,252848,49744,0.252035568,24.0575138,122.283979,0,5261314.3,22686408.75,234205,48238,0.230576591,22.46456865,109.0699096,0,5368661.18,21506985.5,219552,45565,0.247988178,24.45280016,117.8242331,0,0.075513245,-0.007091304
Imipramine Pamoate,Imipramine Pamoate,2,9732489.15,1939874,13955,4310,5.939218462,697.419502,2258.118132,0,3991520.38,536338.802,7804,1825,8.338271193,511.4710892,2187.134455,0,3693771.02,466952.202,7341,1429,8.242279793,503.1700068,2584.864255,0,3464850.96,443898.075,6974,1407,7.979729375,496.8240551,2462.58064,0,3196190.9,389168.138,6260,1289,8.285583778,510.5736262,2479.589527,0,0.038328919,0.086797056
Imiquimod,Imiquimod,6,10155903.43,2742448.93,155112,104785,3.754716848,65.4746469,96.92134781,0,10242842.6,2910356.684,165414,111137,3.683008027,61.92246485,92.16410916,0,9478709.84,2688769.75,151245,100669,3.74295971,62.67122774,94.15718682,0,8312616.52,2955706.2,167539,111653,2.985097868,49.61600893,74.45045382,0,8261922.19,3081454.49,173558,116356,2.786851864,47.6032346,71.00555356,0,-0.066411894,-0.071815796
